dummy,Announced_Date,Target_Company,Target_Description,Target_City,Target_Website,Target_Sector,Target_Country,Bidder_Company,Bidder_Description,Bidder_Website,Bidder_Sector,Bidder_Country,Seller_Company,Seller_Description,Seller_Website,Seller_Sector,Seller_Country,Implied_Equity_Value_(m),Net_Debt_(m),Enterprise_Value_(m),Reported_Revenue_(m)_Y1,Reported_EBITDA_(m)_Y1,Reported_EBIT_(m)_Y1,Reported_Earnings_(m)_Y1,Reported_Revenue_Multiple_Y1,Reported_EBIT_Multiple_Y1,Reported_EBITDA_Multiple_Y1,Reported_PE_Multiple_Y1,Consideration,Deal_Description,Deal_Value_USD(m)
,8/11/23,Ingenia Gardens (100% Stake),Seniors rental accommodation.,,,Medical,Australia,Eureka Group Holdings Limited,Australian-based ASX-listed company engaged in providing property asset management services and related services,http://www.eurekagroupholdings.com.au/,"Financial Services,Real Estate",Australia,Ingenia Communities Group,Real estate investment trust - REIT.,http://www.ingeniacommunities.com.au,"Financial Services,Leisure,Real Estate",Australia,28.2612,,28.2612,,,,,,,,,Cash (USD 28.2612),"Eureka Group Holdings Ltd, the Australia based australian-based ASX-listed company engaged in providing property asset management services and related services, is to acquire Ingenia Gardens, the local senior's rental accommodation, from Ingenia Communities Group, the local real estate investment trust - REIT. The consideration was AUD 44m ($28.26m). The acquisition is expected to complete in early December 2023.",28.2612
,8/11/23,Nihar Associates Pty Ltd (100% Stake),"Provider of engineering and project management services, specializing in the oil and gas industry. Services include project management, engineering design, procurement, construction management, and commissioning support.",Perth,https://nihar.com.au/,Services (other),Australia,Deloitte Touche Tohmatsu Australia,"Australia-based accountant providing audit, tax and corporate finance services",http://www2.deloitte.com/au/,Services (other),Australia,,,,,,,,,,,,,,,,,,"Deloitte Australia, the Australia based financial advisor has acquired Nihar Associates Pty Ltd, the local provider of engineering and project management services, specializing in the oil and gas industry. Services include project management, engineering design, procurement, construction management, and commissioning support. The terms of the deal were undisclosed.",
,8/11/23,"Wuhan Zhengye Chenglin Properties Co., Ltd. (72.91% Stake)","Wuhan, China-based company engaged in developing real estates and leasing residential houses",,,Real Estate,China,Undisclosed Acquirer,Undisclosed Acquirer.,,,China,"Wuhan Hongshan Zhongxiong Properties Co., Ltd.","Chinese state-owned, Hubei-based property developer",,Real Estate,China,61.4135,,61.4135,,,,,,,,,Cash (USD 44.7766),"Wuhan Hongshan Zhongxiong Properties Co. Ltd, the China based state-owned property developer, has sold a 72.91% stake in Wuhan Zhengye Chenglin Properties Co. Ltd, the local company engaged in developing real estates and leasing residential houses, to an undisclosed acquiror via Wuhan Optic Valley Assets Exchange. The consideration was RMB 325.9m ($44.8m).",44.7766
,8/11/23,Navigate Global Payments (100% Stake),Foreign exchange and payments fintech.,,https://www.navigategp.com.au/,Financial Services,Australia,Tozer & Co,,,Financial Services,Australia,,,,,,,,,,,,,,,,,,"Tozer & Co Pty Ltd, the Australia based investment company is to acquire Navigate Global Payments, the local foreign exchange and payments fintech. The terms of the deal were undisclosed.",
,8/11/23,Chengdu Xinxinshenfeng Electronic Technology Co Ltd (51% Stake),Company mainly engaged in R&D and production of electronic components.,Chengdu,http://c.chinajungong.com/xxsf/,Industrial: Electronics,China,Chengdu Xinfeiyue Electronics Technology Co Ltd,Electronics company.,,Industrial: Electronics,China,China Electronic Technology Internet Information Security Co Ltd,Company engaged in information security.,http://www.cetc-cloud.com/,Services (other),China,59.3988,,59.3988,,,,,,,,,Cash (USD 30.2934),"Chengdu Xinfeiyue Electronics Technology Co Ltd, the China based electronics company has acquired 51% of Chengdu Xinxinshenfeng Electronic Technology Co Ltd, the local company mainly engaged in R&D and production of electronic components from China Electronic Technology Internet Information Security Co Ltd, the local company engaged in information security. The consideration was RMB 220.476m ($30.2m).",30.2934
,8/11/23,Alyawmu Co Ltd,Manufacturer and retailer of character goods. NFT used website creator.,Sapporo,https://alyawmu.com/,Consumer: Other,Japan,"North Pacific Bank, Ltd.; JPYC Inc; CryptoGames Inc",Listed Japan-based banking entity; Antique dealer.; Software-Gaming Platforms company engaged with developing blockchain games.,http://www.hokuyobank.co.jp/; https://jcam.co.jp/; http://cryptogames.co.jp,Financial Services; Consumer: Retail; Computer software,Japan,,,,,,,,,,,,,,,,,,"Alyawmu Co Ltd, the Japan based manufacturer and retailer of character goods and NFT used website creator, announced it has secured in a series A extension round by North Pacific Bank Ltd, JPYC Inc, CryptoGames Inc and some undisclosed private individuals. The terms of the deal were undisclosed.",
,8/11/23,TargetOne Innovation Pvt Ltd,India-based company providing car repair and maintenance services,Gurugram,https://gomechanic.in/,Services (other),India,Undisclosed Acquirer,Undisclosed Acquirer.,,,India,,,,,,,,,,,,,,,,,Cash (USD 6.0000),"A group of undisclosed investors has acquired an undisclosed stake in TargetOne Innovations Pvt Ltd - GoMechanic, the India based provider of car repair services as a part of a funding round. The consideration was $6m as reported by VCCiRCLE and goodreturns.",6
,8/11/23,Bizibl Technologies Co Ltd,Developer and provider of online tools for recruitment activity events.,Osaka,https://bizibl.tv/,Services (other),Japan,Norihiko Takahiro (Private Individual),Private individual.,,Financial Services,Japan,,,,,,,,,,,,,,,,,,"Bizibl Technologies Co Ltd, the Japan based developer and provider of online tools for recruitment activity events, announced it has placed some newly issued shares on Mr. Norihiko Takahiro. The terms of the deal were undisclosed.",
,8/11/23,Nealle Inc,"Software-Computer, Traditional & Other. Software company engaged with providing AI used image analysis system.",,https://www.nealle.com/,Computer software,Japan,"Mitsubishi Estate Co., Ltd.; Prime Partners Inc","Listed Japan-based company engaged in office building development, leasing, property sales and management and architecture research and design; Venture Capital.",http://www.mec.co.jp; http://www.prime-prtnrs.com/about.html,"Construction,Real Estate; Financial Services",Japan,,,,,,,,,,,,,,,,,,"Nealle Inc, the Japan based provider of AI used image analysis systems, announced it has placed some newly issued shares on Mitsubishi Estate Co Ltd and Prime Partners Inc. The terms of the deal were undisclosed.",
,8/11/23,Wicked Way Mead Co Ltd,Mead manufacturer.,,https://www.wickedwaymead.com/,Consumer: Other,Japan,Unfilter Co Ltd,Business support service provider for alcoholic beverages manufacturer.,https://www.unfilter.jp/,Services (other),Japan,,,,,,,,,,,,,,,,,,"Unfilter Co Ltd, the Japan based business support service provider for alcoholic beverages manufacturer, announced it has acquired some newly issued shares in Wicked Way Mead Co Ltd, the local mead manufacturer. The terms of the deal were undisclosed.",
,8/11/23,Biocon Biologics Ltd (Dermatology and Nephrology branded formulations business units in India) (100% Stake),Dermatology and Nephrology branded formulations business units in India,,,Biotechnology,India,Eris Lifesciences Ltd,Manufacturer of pharmaceutical drug.,http://www.eris.co.in/,Medical: Pharmaceuticals,India,Biocon Limited,India-based integrated biotech company focused on the development of biopharmaceuticals,http://www.biocon.com,"Biotechnology,Medical: Pharmaceuticals",India,43.92,,43.92,,,,,,,,,Cash (USD 43.9200),"Eris Lifesciences Ltd, the India based manufacturer of pharmaceutical drug is to acquire the India based Dermatology and Nephrology branded formulations business units of Biocon Ltd, the local biotechnology company. The consideration was 3.66bn INR ($43.96m). Completion of the transaction is subject to customary closing conditions and is expected to close by the end of Nov 2023.",43.92
,8/11/23,Kimata Animal Hospital Co Ltd (100% Stake),Animal hospital operator.,,http://kimata-ah.com/,Medical,Japan,Anchors Co Ltd,Holding company for anima hospital operator.,,"Medical,Other",Japan,,,,,,,,,,,,,,,,,,"Cas Capital Inc, the Japan based private equity firm, announced Anchors Co Ltd, the local holding company for anima hospital operator, has acquired Kimata Animal Hospital Co Ltd, the local animal hospital operator. The terms of the deal were undisclosed.",
,8/11/23,Vinx Corp (41.5% Stake),"Software-Computer, Traditional & Other. Software company engaged with developing various software products.",Osaka,http://www.vinx.co.jp,Computer software,Japan,Fuji Soft Inc,"Software-Computer, Traditional & Other. Software company focused on developing business management software.",http://www.fsi.co.jp/,"Computer: Hardware,Computer software,Services (other)",Japan,,,,,,235.4073,-42.5892,192.8181,,,,,,,,,Cash (USD 97.6877),"Fuji Soft Inc, the Japan based developer of business management software, announced it will make a Y14.80bn ($98.18m) takeover bid for 7,327,309 shares, including the shares to be delivered upon exercise of the stock acquisition rights (806,000 shares), or a remaining 49.50% stake in Vinx Corp, the local developer of various software products, at Y2,020 per share between Nov 9 and Dec 21, 20223. The offer is subject to a minimum acceptance condition of equal to or more than 1,441,600 shares. 22 Dec 23 - Fuji Soft announced it has successfully acquired an additional 6,440,016 shares, including the shares to be delivered upon exercise of the stock acquisition rights (241,600) shares, or 36.47% stake in Vinx, for Y13.01bn ($86.29m ) by Dec 21, 2023. Fuji Soft will acquire the remaining shares in Vinx. Details to be announced.",97.6877
,8/11/23,"Cyber Com Co., Ltd. (48.11% Stake)",Listed Japan-based software developer,,,Computer software,Japan,Fuji Soft Inc,"Software-Computer, Traditional & Other. Software company focused on developing business management software.",http://www.fsi.co.jp/,"Computer: Hardware,Computer software,Services (other)",Japan,,,,,,100.8442,-12.1012,88.743,,,,,,,,,Cash (USD 48.5155),"Fuji Soft Inc, the Japan based developer of business management software, announced it will make a Y7.35bn ($48.76m) takeover bid for 3,858,702 shares, or a remaining 48.11% stake in Cyber Com Co Ltd, the local developer of communication software, at Y1,905 per share between Nov 9 and Dec 21, 2023. The offer is subject to a minimum acceptance condition of equal to or more than 1,185,200 shares. 22 Dec 23 - Fuji Soft announced it has successfully acquired an additional 3,275,174 shares, or 40.83% stake in Cyber Com for Y6.24bn ($41.38m) by 21 Dec 23, 2023. Fuji Soft will acquire the remaining shares in Cuber Com. Details to be announced.",48.5155
,8/11/23,"Cybernet Systems Co., Ltd. (45.61% Stake)",Listed Japan based company engaged in designing and development of computer-aided engineering (CAE) software,Tokyo,http://www.cybernet.co.jp,Computer software,Japan,Fuji Soft Inc,"Software-Computer, Traditional & Other. Software company focused on developing business management software.",http://www.fsi.co.jp/,"Computer: Hardware,Computer software,Services (other)",Japan,,,,,,223.3243,-63.9064,159.4179,,,,,,,,,Cash (USD 101.8567),"Fuji Soft Inc, the Japan based developer of business management software, announced it will make a Y15.43bn ($102.37m) takeover bid for 14,093,905 shares, or a remaining 45.61% stake in Cybernet Systems Co Ltd, the local developer of Computer Aided Engineering (CAE) software, at Y1,095 per share between Nov 9 and Dec 21, 2023. The offer is subject to a minimum acceptance condition of equal to or more than 3,793,500 shares. 22 Dec 23 - Cybernet Systems announced Fuji Soft has successfully acquired an additional 11,173,623 shares, or 36.16% stake in Cybernet System for Y12.24bn ($81.16m) by Dec 21, 2023. Fuji Soft will acquire the remaining shares in Cybernet System. Details to be announced.",101.8567
